q torque X Z vX vZ pasEffectue 
0.052060 18532.170887 0.000029 -0.005923 -0.000379 -0.007144 0
0.052060 18532.170887 0.000024 -0.005943 -0.000264 -0.007123 0
0.056599 18482.401762 0.000024 -0.005943 -0.000264 -0.007123 0
0.056599 18482.401762 0.000024 -0.005943 -0.000264 -0.007123 0
0.056599 18482.401762 0.000021 -0.005959 -0.000172 -0.006946 0
0.061411 18426.660973 0.000021 -0.005959 -0.000172 -0.006946 0
0.061411 18426.660973 0.000021 -0.005959 -0.000172 -0.006946 0
0.061411 18426.660973 0.000020 -0.005975 -0.000051 -0.006904 0
0.066344 18383.421259 0.000020 -0.005975 -0.000051 -0.006904 0
0.066344 18383.421259 0.000020 -0.005975 -0.000051 -0.006904 0
0.066344 18383.421259 0.000020 -0.005975 -0.000051 -0.006904 0
0.066344 18383.421259 0.000020 -0.005987 0.000051 -0.006716 0
0.071396 18345.721202 0.000020 -0.005987 0.000051 -0.006716 0
0.071396 18345.721202 0.000020 -0.005987 0.000051 -0.006716 0
0.071396 18345.721202 0.000022 -0.005998 0.000166 -0.006675 0
0.076450 18296.361734 0.000022 -0.005998 0.000166 -0.006675 0
0.076450 18296.361734 0.000022 -0.005998 0.000166 -0.006675 0
0.076450 18296.361734 0.000026 -0.006006 0.000261 -0.006489 0
0.081486 18267.884699 0.000026 -0.006006 0.000261 -0.006489 0
0.081486 18267.884699 0.000026 -0.006006 0.000261 -0.006489 0
0.081486 18267.884699 0.000026 -0.006006 0.000261 -0.006489 0
0.081486 18267.884699 0.000032 -0.006014 0.000358 -0.006459 0
0.086407 18211.899776 0.000032 -0.006014 0.000358 -0.006459 0
0.086407 18211.899776 0.000032 -0.006014 0.000358 -0.006459 0
0.086407 18211.899776 0.000038 -0.006018 0.000431 -0.006285 0
0.091194 18186.571690 0.000038 -0.006018 0.000431 -0.006285 0
0.091194 18186.571690 0.000038 -0.006018 0.000431 -0.006285 0
0.091194 18186.571690 0.000046 -0.006022 0.000502 -0.006271 0
0.095760 18125.407567 0.000046 -0.006022 0.000502 -0.006271 0
0.095760 18125.407567 0.000046 -0.006022 0.000502 -0.006271 0
0.095760 18125.407567 0.000046 -0.006022 0.000502 -0.006271 0
0.095760 18125.407567 0.000054 -0.006024 0.000545 -0.006114 0
0.100090 18101.899546 0.000054 -0.006024 0.000545 -0.006114 0
0.100090 18101.899546 0.000054 -0.006024 0.000545 -0.006114 0
0.100090 18101.899546 0.000063 -0.006025 0.000583 -0.006121 0
0.104113 18036.231100 0.000063 -0.006025 0.000583 -0.006121 0
0.104113 18036.231100 0.000063 -0.006025 0.000583 -0.006121 0
0.104113 18036.231100 0.000071 -0.006025 0.000592 -0.005985 0
0.107818 18014.968189 0.000071 -0.006025 0.000592 -0.005985 0
0.107818 18014.968189 0.000071 -0.006025 0.000592 -0.005985 0
0.107818 18014.968189 0.000071 -0.006025 0.000592 -0.005985 0
