c1x c1z c2x c2z c3x c3z c4x c4z c5x c5z c6x c6z c7x c7z c8x c8z X Z vX vZ
0.029491 -0.493463 0.221676 -0.504469 0.012110 -0.796966 0.204295 -0.807972 -0.290126 -0.366757 -0.097627 -0.367303 -0.290988 -0.670756 -0.098489 -0.671302 -0.040110 -0.585704 -0.058823 -0.247751
0.030353 -0.490303 0.222538 -0.501309 0.012972 -0.793806 0.205157 -0.804812 -0.291070 -0.368625 -0.098571 -0.369189 -0.291961 -0.672624 -0.099461 -0.673187 -0.040156 -0.585061 -0.053670 -0.247502
0.028983 -0.489930 0.221168 -0.500935 0.011603 -0.793433 0.203789 -0.804438 -0.290424 -0.368941 -0.097925 -0.369523 -0.291342 -0.672940 -0.098843 -0.673521 -0.040522 -0.585035 -0.054801 -0.269965
0.029810 -0.486896 0.221995 -0.497901 0.012431 -0.790399 0.204616 -0.801403 -0.291236 -0.370539 -0.098737 -0.371137 -0.292180 -0.674538 -0.099681 -0.675136 -0.040518 -0.584320 -0.047964 -0.271116
0.028434 -0.486521 0.220619 -0.497525 0.011056 -0.790024 0.203241 -0.801028 -0.290674 -0.370814 -0.098175 -0.371429 -0.291645 -0.674813 -0.099146 -0.675428 -0.040930 -0.584272 -0.049160 -0.294363
0.029231 -0.483592 0.221416 -0.494596 0.011855 -0.787095 0.204040 -0.798099 -0.291454 -0.372340 -0.098955 -0.372971 -0.292451 -0.676338 -0.099952 -0.676970 -0.040925 -0.583573 -0.041586 -0.296009
0.027888 -0.483227 0.220074 -0.494230 0.010513 -0.786730 0.202698 -0.797733 -0.290938 -0.372594 -0.098439 -0.373241 -0.291960 -0.676592 -0.099461 -0.677239 -0.041342 -0.583520 -0.042496 -0.318884
0.028641 -0.480460 0.220827 -0.491461 0.011267 -0.783963 0.203452 -0.794965 -0.291651 -0.373981 -0.099152 -0.374644 -0.292698 -0.677979 -0.100199 -0.678642 -0.041326 -0.582832 -0.034693 -0.321024
0.027377 -0.480116 0.219562 -0.491117 0.010004 -0.783619 0.202189 -0.794620 -0.291169 -0.374219 -0.098670 -0.374897 -0.292240 -0.678217 -0.099741 -0.678895 -0.041721 -0.582782 -0.035530 -0.343371
0.028073 -0.477557 0.220259 -0.488557 0.010701 -0.781060 0.202887 -0.792060 -0.291843 -0.375520 -0.099344 -0.376213 -0.292937 -0.679519 -0.100438 -0.680211 -0.041713 -0.582155 -0.028042 -0.345528
0.026895 -0.477237 0.219081 -0.488236 0.009525 -0.780740 0.201710 -0.791739 -0.291342 -0.375771 -0.098844 -0.376478 -0.292459 -0.679769 -0.099960 -0.680476 -0.042055 -0.582122 -0.028745 -0.366879
0.027539 -0.474870 0.219724 -0.485869 0.010169 -0.778374 0.202355 -0.789372 -0.292031 -0.377090 -0.099532 -0.377811 -0.293169 -0.681088 -0.100670 -0.681809 -0.042080 -0.581601 -0.022150 -0.368622
0.026484 -0.474584 0.218669 -0.485582 0.009116 -0.778087 0.201301 -0.789085 -0.291478 -0.377371 -0.098980 -0.378105 -0.292638 -0.681369 -0.100139 -0.682103 -0.042335 -0.581600 -0.022457 -0.387808
0.027079 -0.472391 0.219265 -0.483388 0.009713 -0.775894 0.201898 -0.786891 -0.292174 -0.378695 -0.099675 -0.379442 -0.293353 -0.682692 -0.100855 -0.683439 -0.042388 -0.581167 -0.017141 -0.389142
0.026153 -0.472139 0.218339 -0.483136 0.008787 -0.775643 0.200973 -0.786639 -0.291579 -0.379000 -0.099080 -0.379760 -0.292778 -0.682998 -0.100280 -0.683757 -0.042556 -0.581196 -0.017302 -0.406764
0.026700 -0.470125 0.218886 -0.481121 0.009335 -0.773628 0.201521 -0.784624 -0.292283 -0.380299 -0.099785 -0.381071 -0.293503 -0.684296 -0.101005 -0.685069 -0.042638 -0.580840 -0.013387 -0.407625
0.025897 -0.469907 0.218083 -0.480903 0.008533 -0.773411 0.200719 -0.784406 -0.291619 -0.380653 -0.099121 -0.381438 -0.292858 -0.684651 -0.100360 -0.685435 -0.042711 -0.580910 -0.013417 -0.423847
0.026400 -0.468054 0.218586 -0.479049 0.009036 -0.771558 0.201222 -0.782553 -0.292333 -0.381968 -0.099835 -0.382768 -0.293596 -0.685965 -0.101098 -0.686765 -0.042820 -0.580643 -0.010981 -0.424124
0.025720 -0.467869 0.217905 -0.478864 0.008356 -0.771373 0.200542 -0.782368 -0.291638 -0.382341 -0.099139 -0.383152 -0.292920 -0.686338 -0.100421 -0.687150 -0.042816 -0.580739 -0.010961 -0.438587
